video_path,label
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id00701\00092_id01036_AohKaMtIHxA_faceswap_id01972_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id00761\00072_id01835_UZbWA0QfXXA_faceswap_id00478_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id00761\00072_id01835_UZbWA0QfXXA_faceswap_id00761_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id00761\00072_id01835_UZbWA0QfXXA_faceswap_id01036_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id00761\00072_id01835_UZbWA0QfXXA_faceswap_id01528_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id00761\00072_id01835_UZbWA0QfXXA_faceswap_id01717_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id00781\00092_id00476_UgdYVJ6xPYg_faceswap_id01170_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id00781\00092_id00476_UgdYVJ6xPYg_faceswap_id01610_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id00781\00092_id00476_UgdYVJ6xPYg_faceswap_id01972_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id00781\00092_id00476_UgdYVJ6xPYg_faceswap_id01995_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id00781\00092_id00476_UgdYVJ6xPYg_faceswap_id02494_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id00830\00143_id00076_Isiq7cA-DNE_faceswap_id00478_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id00830\00143_id00076_Isiq7cA-DNE_faceswap_id01207_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id00830\00143_id00076_Isiq7cA-DNE_faceswap_id01544_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id00830\00143_id00076_Isiq7cA-DNE_faceswap_id01920_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id00944\00135_id01528_SBAS9Kcb8QY_faceswap_id01179_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id00987\00160_id02005_7_Egh9mW5y4_faceswap_id01236_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id00987\00160_id02005_7_Egh9mW5y4_faceswap_id01528_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id00987\00160_id02005_7_Egh9mW5y4_faceswap_id01691_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id00987\00160_id02005_7_Egh9mW5y4_faceswap_id02040_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id00987\00160_id02005_7_Egh9mW5y4_faceswap_id02342_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id01036\00010_id00701_lW6uzLIOwd0_faceswap_id00475_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id01036\00010_id00701_lW6uzLIOwd0_faceswap_id01171_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id01036\00010_id00701_lW6uzLIOwd0_faceswap_id01530_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id01036\00010_id00701_lW6uzLIOwd0_faceswap_id01597_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id01076\00005_id01207_mt129WTRSII_faceswap_id00391_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id01076\00005_id01207_mt129WTRSII_faceswap_id00781_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id01076\00005_id01207_mt129WTRSII_faceswap_id01530_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id01076\00005_id01207_mt129WTRSII_faceswap_id02040_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id01076\00005_id01207_mt129WTRSII_faceswap_id02342_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id01170\00021_id01933_I5XXxgK7QpE_faceswap_id00478_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id01170\00021_id01933_I5XXxgK7QpE_faceswap_id01597_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id01170\00021_id01933_I5XXxgK7QpE_faceswap_id01637_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id01170\00021_id01933_I5XXxgK7QpE_faceswap_id01856_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id01171\00053_id02494_lObg47hQleE_faceswap_id00475_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id01171\00053_id02494_lObg47hQleE_faceswap_id00476_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id01171\00053_id02494_lObg47hQleE_faceswap_id01779_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id01171\00053_id02494_lObg47hQleE_faceswap_id01835_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id01171\00053_id02494_lObg47hQleE_faceswap_id02051_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id01179\00160_id02005_7_Egh9mW5y4_faceswap_id01528_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id01179\00160_id02005_7_Egh9mW5y4_faceswap_id01779_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id01179\00160_id02005_7_Egh9mW5y4_faceswap_id01835_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id01179\00160_id02005_7_Egh9mW5y4_faceswap_id01972_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id01179\00160_id02005_7_Egh9mW5y4_faceswap_id02316_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id01207\00320_id00076_Isiq7cA-DNE_faceswap_id00366_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id01207\00320_id00076_Isiq7cA-DNE_faceswap_id00701_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id01207\00320_id00076_Isiq7cA-DNE_faceswap_id01530_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id01207\00320_id00076_Isiq7cA-DNE_faceswap_id01597_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id01207\00320_id00076_Isiq7cA-DNE_faceswap_id04727_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id01236\00005_id01610_l8zb_iaDJJA_faceswap_id00366_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id01236\00005_id01610_l8zb_iaDJJA_faceswap_id00830_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id01236\00005_id01610_l8zb_iaDJJA_faceswap_id01076_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id01236\00005_id01610_l8zb_iaDJJA_faceswap_id01691_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id01236\00005_id01610_l8zb_iaDJJA_faceswap_id01779_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id01392\00167_2_id00166_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id01392\00167_2_id00475_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id01392\00167_2_id00478_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id01392\00167_2_id01207_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id01392\00167_2_id01521_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id01392\00167_3_id00830_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id01392\00167_3_id01392_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id01392\00167_3_id01610_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id01392\00167_3_id01933_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id01392\00167_3_id02040_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id01452\00001_id01528_SBAS9Kcb8QY_faceswap_id00173_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id01452\00001_id01528_SBAS9Kcb8QY_faceswap_id00475_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id01452\00001_id01528_SBAS9Kcb8QY_faceswap_id00987_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id01452\00001_id01528_SBAS9Kcb8QY_faceswap_id01392_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id01452\00001_id01528_SBAS9Kcb8QY_faceswap_id01717_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id01528\00017_id01452_4MqeoSxSy3w_faceswap_id00701_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id01528\00017_id01452_4MqeoSxSy3w_faceswap_id01076_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id01528\00017_id01452_4MqeoSxSy3w_faceswap_id01610_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id01528\00017_id01452_4MqeoSxSy3w_faceswap_id02005_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id01528\00017_id01452_4MqeoSxSy3w_faceswap_id02494_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id01544\00044_3_id00166_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id01544\00044_3_id00173_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id01544\00044_3_id00830_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id01544\00044_3_id01530_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id01544\00044_3_id02268_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id01597\00005_0_id00076_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id01597\00005_1_id01171_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id01597\00005_1_id01392_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id01597\00005_1_id01544_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id01597\00005_1_id02005_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id01597\00005_1_id02494_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id01597\00005_2_id00987_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id01597\00005_2_id01236_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id01597\00005_2_id01995_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id01597\00005_2_id02040_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id01597\00005_2_id02494_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id01597\00005_3_id00761_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id01597\00005_3_id00781_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id01597\00005_3_id01528_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id01597\00005_3_id01920_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id01597\00005_3_id02268_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id01598\00109_1_id01637_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id01598\00109_1_id01691_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id01598\00109_1_id02005_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id01598\00109_1_id02051_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id01598\00109_1_id02316_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id01610\00090_id01236_7WdumGR5-JM_faceswap_id00475_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id01610\00090_id01236_7WdumGR5-JM_faceswap_id00761_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id01610\00090_id01236_7WdumGR5-JM_faceswap_id01392_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id01610\00090_id01236_7WdumGR5-JM_faceswap_id02040_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id01610\00090_id01236_7WdumGR5-JM_faceswap_id02051_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id01637\00002_1_id01598_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id01637\00002_1_id01610_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id01637\00002_1_id01920_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id01637\00002_1_id02296_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id01637\00002_1_id02342_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id01637\00002_2_id00701_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id01637\00002_2_id00761_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id01637\00002_2_id00944_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id01637\00002_2_id01392_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id01637\00002_2_id01452_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id01691\00045_id01779_HgyHpDEo_jk_faceswap_id00830_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id01691\00045_id01779_HgyHpDEo_jk_faceswap_id01236_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id01691\00045_id01779_HgyHpDEo_jk_faceswap_id02040_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id01691\00045_id01779_HgyHpDEo_jk_faceswap_id02268_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id01717\00005_id02005_7_Egh9mW5y4_faceswap_id01170_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id01717\00005_id02005_7_Egh9mW5y4_faceswap_id01392_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id01717\00005_id02005_7_Egh9mW5y4_faceswap_id01691_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id01717\00005_id02005_7_Egh9mW5y4_faceswap_id01779_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id01717\00005_id02005_7_Egh9mW5y4_faceswap_id04727_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id01779\00010_id01691_IVtS5z8Jrrk_faceswap_id00173_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id01779\00010_id01691_IVtS5z8Jrrk_faceswap_id00478_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id01779\00010_id01691_IVtS5z8Jrrk_faceswap_id00701_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id01779\00010_id01691_IVtS5z8Jrrk_faceswap_id01170_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id01779\00010_id01691_IVtS5z8Jrrk_faceswap_id01779_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id01835\00130_id00761_QtTNFhCCgzw_faceswap_id00391_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id01835\00130_id00761_QtTNFhCCgzw_faceswap_id00518_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id01835\00130_id00761_QtTNFhCCgzw_faceswap_id01170_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id01835\00130_id00761_QtTNFhCCgzw_faceswap_id02051_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id01835\00130_id00761_QtTNFhCCgzw_faceswap_id02494_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id01856\00109_3_id01207_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id01856\00109_3_id01392_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id01856\00109_3_id01530_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id01856\00109_3_id01610_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id01856\00109_3_id02051_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id01920\00099_id00476_UgdYVJ6xPYg_faceswap_id00476_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id01920\00099_id00476_UgdYVJ6xPYg_faceswap_id00944_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id01920\00099_id00476_UgdYVJ6xPYg_faceswap_id01597_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id01920\00099_id00476_UgdYVJ6xPYg_faceswap_id01779_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id01920\00099_id00476_UgdYVJ6xPYg_faceswap_id02316_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id01933\00028_3_id00475_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id01933\00028_3_id00518_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id01933\00028_3_id00987_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id01933\00028_3_id01995_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id01933\00028_3_id02494_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id01972\00078_2_id01171_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id01972\00078_2_id01179_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id01972\00078_2_id01207_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id01972\00078_2_id01597_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id01972\00078_2_id01717_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id01972\00078_3_id00366_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id01972\00078_3_id01392_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id01972\00078_3_id01544_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id01972\00078_3_id01779_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id01972\00078_3_id02005_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id02005\00052_id02342_RJPBPhJB8TA_faceswap_id00478_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id02005\00052_id02342_RJPBPhJB8TA_faceswap_id00518_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id02005\00052_id02342_RJPBPhJB8TA_faceswap_id01207_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id02005\00052_id02342_RJPBPhJB8TA_faceswap_id01544_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id02005\00052_id02342_RJPBPhJB8TA_faceswap_id01717_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id02296\00019_0_id00761_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id02296\00019_0_id01076_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id02296\00019_0_id01835_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id02296\00019_0_id02051_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id02296\00019_0_id02296_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id02296\00019_2_id00478_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id02296\00019_2_id01170_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id02296\00019_2_id01452_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id02296\00019_2_id01610_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id02296\00019_2_id01920_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id02342\00191_id02005_7_Egh9mW5y4_faceswap_id01076_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id02342\00191_id02005_7_Egh9mW5y4_faceswap_id01598_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id02342\00191_id02005_7_Egh9mW5y4_faceswap_id01835_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id02342\00191_id02005_7_Egh9mW5y4_faceswap_id02316_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id02342\00191_id02005_7_Egh9mW5y4_faceswap_id02342_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id02494\00050_id00475_xQjvXRcnPvw_faceswap_id00475_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id02494\00050_id00475_xQjvXRcnPvw_faceswap_id01995_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id02494\00050_id00475_xQjvXRcnPvw_faceswap_id02005_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id02494\00050_id00475_xQjvXRcnPvw_faceswap_id02296_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\men\id02494\00050_id00475_xQjvXRcnPvw_faceswap_id04727_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\women\id00220\00027_id02586_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\women\id00220\00027_id03569_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\women\id00220\00027_id03658_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\women\id00220\00027_id04376_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\women\id00220\00027_id05251_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\women\id00359\00053_id01838_q_lUk55OrL0_faceswap_id00568_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\women\id00359\00053_id01838_q_lUk55OrL0_faceswap_id03658_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\women\id00359\00053_id01838_q_lUk55OrL0_faceswap_id04736_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\women\id00359\00053_id01838_q_lUk55OrL0_faceswap_id05106_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\women\id00359\00053_id01838_q_lUk55OrL0_faceswap_id05252_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\women\id00460\00005_id00371_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\women\id00460\00005_id00460_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\women\id00460\00005_id01178_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\women\id00460\00005_id02721_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\women\id00460\00005_id02808_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\women\id00568\00384_id05252_CMxIX3absYM_faceswap_id00577_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\women\id00568\00384_id05252_CMxIX3absYM_faceswap_id00707_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\women\id00568\00384_id05252_CMxIX3absYM_faceswap_id01661_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\women\id00568\00384_id05252_CMxIX3absYM_faceswap_id03747_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\women\id00568\00384_id05252_CMxIX3absYM_faceswap_id05252_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\women\id00577\00010_id01532_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\women\id00577\00010_id01907_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\women\id00577\00010_id04055_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\women\id00577\00010_id04376_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\women\id00577\00010_id04736_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\women\id00592\00017_id00371_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\women\id00592\00017_id01661_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\women\id00592\00017_id01838_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\women\id00592\00017_id04055_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\women\id00592\00017_id05252_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\women\id00707\00052_id04820_64ybrA1atlM_faceswap_id02824_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\women\id00707\00052_id04820_64ybrA1atlM_faceswap_id04376_wavtolip.mp4,fake
FakeAVCeleb\FakeVideo-FakeAudio\African\women\id00707\00052_id04820_64ybrA1atlM_faceswap_id04547_wavtolip.mp4,fake
